Attendance Date			01-Oct-2025,SNo,E. Code, InTime, OutTime,,Work Dur.,OT,Tot.  Dur.,Status,,Remarks
,124,MS6883,09:09:26,12:51:03,,3:42,00:00,3:42, ½Present ,,
,125,MS7111,23:41:37,,,9:00,9:49,18:49,Present  (No OutPunch),,
,126,MS7239,11:37:34,13:41:16,,2:04,00:00,2:04, ½Present ,,
,127,MS7396,,,,00:00,00:00,00:00,Absent,,
,128,MS7443,,,,00:00,00:00,00:00,Absent,,
,129,MS7734,,,,00:00,00:00,00:00,Absent,,
,130,MS7751,,,,00:00,00:00,00:00,Absent,,
,131,MS7754,14:30:29,,,4:00,00:00,4:00,Present  (No OutPunch),,
,132,MS7792,08:54:31,16:39:22,,7:45,00:00,7:45,Present ,,
,133,MS7916,,,,00:00,00:00,00:00,Absent,,
,134,MS7945,11:55:30,,,6:35,00:00,6:35,Present  (No OutPunch),,
,135,MS7980,,,,00:00,00:00,00:00,Absent,,
,136,MS8084,14:23:57,,,4:07,00:00,4:07,Present  (No OutPunch),,
,137,MS8256,,,,00:00,00:00,00:00,Absent,,
,138,MS8259,14:25:59,,,4:05,00:00,4:05,Present  (No OutPunch),,
,139,MS8330,08:30:36,,,9:00,1:00,10:00,Present  (No OutPunch),,
,140,MS8335,14:23:54,,,4:07,00:00,4:07,Present  (No OutPunch),,
,141,MS8500,11:55:25,13:40:55,,1:45,00:00,1:45,Absent,,
,142,MS8564,14:28:38,,,4:02,00:00,4:02,Present  (No OutPunch),,
,,,,,,,,,,,
Attendance Date			09-Oct-2025			,,,,,,,,,,,
,SNo,E. Code, InTime, OutTime,,Work Dur.,OT,Tot.  Dur.,Status,,Remarks
,1,MS3132,08:55:37,,,9:00,00:35,9:35,Present  (No OutPunch),,
,2,MS3133,11:35:17,,,6:55,00:00,6:55,Present  (No OutPunch),,
,3,MS3155,08:54:02,,,9:00,00:36,9:36,Present  (No OutPunch),,
,4,MS3165,,,,00:00,00:00,00:00,Absent,,
,5,MS3173,09:01:54,,,9:29,00:00,9:29,Present  (No OutPunch),,
,6,MS3175,09:09:35,,,9:21,00:00,9:21,Present  (No OutPunch),,
,7,MS3219,11:06:50,,,7:24,00:00,7:24,Present  (No OutPunch),,
,8,MS3241,,,,00:00,00:00,00:00,Absent,,
,9,MS3388,08:50:20,,,9:00,00:40,9:40,Present  (No OutPunch),,
,10,MS3405,09:04:58,,,9:26,00:00,9:26,Present  (No OutPunch),,
,11,MS3414,,,,00:00,00:00,00:00,Absent,,
,12,MS3417,11:23:19,,,7:07,00:00,7:07,Present  (No OutPunch),,
,13,MS3437,11:30:12,,,7:00,00:00,7:00,Present  (No OutPunch),,
,14,MS3442,11:26:49,,,7:04,00:00,7:04,Present  (No OutPunch),,
,15,MS3449,11:38:46,,,6:52,00:00,6:52,Present  (No OutPunch),,
,16,MS3486,11:22:55,,,7:08,00:00,7:08,Present  (No OutPunch),,
,17,MS3523,,,,00:00,00:00,00:00,Absent,,
,18,MS3528,11:22:55,,,7:08,00:00,7:08,Present  (No OutPunch),,
,19,MS3545,,,,00:00,00:00,00:00,Absent,,
,20,MS3570,09:06:20,,,9:24,00:00,9:24,Present  (No OutPunch),,
,21,MS3574,,,,00:00,00:00,00:00,Absent,,
,22,MS3612,11:32:14,,,6:58,00:00,6:58,Present  (No OutPunch),,
,23,MS3625,,,,00:00,00:00,00:00,Absent,,
,24,MS3629,11:37:32,,,6:53,00:00,6:53,Present  (No OutPunch),,
,25,MS3632,09:07:54,,,9:23,00:00,9:23,Present  (No OutPunch),,
,26,MS3693,,,,00:00,00:00,00:00,Absent,,
,27,MS3712,09:00:38,,,9:00,00:30,9:30,Present  (No OutPunch),,
,28,MS3754,11:26:25,,,7:04,00:00,7:04,Present  (No OutPunch),,
,29,MS3788,11:29:27,,,7:01,00:00,7:01,Present  (No OutPunch),,
,30,MS3834,11:28:52,,,7:02,00:00,7:02,Present  (No OutPunch),,
,31,MS3860,09:07:58,,,9:23,00:00,9:23,Present  (No OutPunch),,
,32,MS3886,11:24:21,,,7:06,00:00,7:06,Present  (No OutPunch),,
,33,MS3890,09:02:19,,,9:28,00:00,9:28,Present  (No OutPunch),,
,34,MS3894,08:58:35,,,9:00,00:32,9:32,Present  (No OutPunch),,
,35,MS3909,,,,00:00,00:00,00:00,Absent,,
,36,MS3914,,,,00:00,00:00,00:00,Absent,,
,37,MS3942,11:34:59,,,6:56,00:00,6:56,Present  (No OutPunch),,
,38,MS3951,09:11:34,,,9:19,00:00,9:19,Present  (No OutPunch),,
,39,MS3952,08:54:54,,,9:00,00:36,9:36,Present  (No OutPunch),,
,40,MS3965,11:29:08,,,7:01,00:00,7:01,Present  (No OutPunch),,
,41,MS3974,11:37:38,,,6:53,00:00,6:53,Present  (No OutPunch),,
,42,MS4007,08:52:09,,,9:00,00:38,9:38,Present  (No OutPunch),,
,43,MS4038,08:52:10,,,9:00,00:38,9:38,Present  (No OutPunch),,
,44,MS4088,11:28:18,,,7:02,00:00,7:02,Present  (No OutPunch),,
,45,MS4090,08:59:58,,,9:00,00:31,9:31,Present  (No OutPunch),,
,46,MS4119,09:07:51,,,9:23,00:00,9:23,Present  (No OutPunch),,
,47,MS4120,11:27:28,,,7:03,00:00,7:03,Present  (No OutPunch),,
,48,MS4122,08:54:56,,,9:00,00:36,9:36,Present  (No OutPunch),,
,49,MS4157,09:09:22,,,9:21,00:00,9:21,Present  (No OutPunch),,
,50,MS4168,,,,00:00,00:00,00:00,Absent,,
,51,MS4251,,,,00:00,00:00,00:00,Absent,,
,52,MS4260,,,,00:00,00:00,00:00,Absent,,
,53,MS4278,11:20:45,,,7:10,00:00,7:10,Present  (No OutPunch),,
,54,MS4390,11:22:50,,,7:08,00:00,7:08,Present  (No OutPunch),,
,55,MS4394,,,,00:00,00:00,00:00,Absent,,
,56,MS4410,11:26:45,,,7:04,00:00,7:04,Present  (No OutPunch),,
,57,MS4417,08:50:27,,,9:00,00:40,9:40,Present  (No OutPunch),,
,58,MS4456,11:29:36,,,7:01,00:00,7:01,Present  (No OutPunch),,
,59,MS4480,11:35:24,,,6:55,00:00,6:55,Present  (No OutPunch),,
,60,MS4531,,,,00:00,00:00,00:00,Absent,,
,61,MS4540,,,,00:00,00:00,00:00,Absent,,
,62,MS4548,,,,00:00,00:00,00:00,Absent,,
,63,MS4571,11:35:20,,,6:55,00:00,6:55,Present  (No OutPunch),,
,64,MS4614,08:58:37,,,9:00,00:32,9:32,Present  (No OutPunch),,
,65,MS4635,08:52:02,,,9:00,00:38,9:38,Present  (No OutPunch),,
,66,MS4647,11:26:12,,,7:04,00:00,7:04,Present  (No OutPunch),,
,67,MS4744,,,,00:00,00:00,00:00,Absent,,
,68,MS4760,11:35:03,,,6:55,00:00,6:55,Present  (No OutPunch),,
,69,MS4828,11:33:38,,,6:57,00:00,6:57,Present  (No OutPunch),,
,70,MS4835,09:00:41,,,9:00,00:30,9:30,Present  (No OutPunch),,
,71,MS4895,09:05:13,,,9:25,00:00,9:25,Present  (No OutPunch),,
,72,MS4954,11:38:49,,,6:52,00:00,6:52,Present  (No OutPunch),,
,73,MS4972,08:52:16,,,9:00,00:38,9:38,Present  (No OutPunch),,
,74,MS4988,20:31:47,,,9:00,12:59,21:59,Present  (No OutPunch),,
,75,MS4996,10:40:43,,,7:50,00:00,7:50,Present  (No OutPunch),,
,76,MS5012,11:27:45,,,7:03,00:00,7:03,Present  (No OutPunch),,
,77,MS5015,,,,00:00,00:00,00:00,Absent,,
,78,MS5054,,,,00:00,00:00,00:00,Absent,,
,79,MS5112,,,,00:00,00:00,00:00,Absent,,
,80,MS5122,11:33:37,,,6:57,00:00,6:57,Present  (No OutPunch),,
,81,MS5150,11:42:19,,,6:48,00:00,6:48,Present  (No OutPunch),,
,82,MS5159,11:30:57,,,7:00,00:00,7:00,Present  (No OutPunch),,
,83,MS5169,09:00:54,,,9:00,00:30,9:30,Present  (No OutPunch),,
,84,MS5179,11:28:38,,,7:02,00:00,7:02,Present  (No OutPunch),,
,85,MS5195,11:28:52,,,7:02,00:00,7:02,Present  (No OutPunch),,
,86,MS5213,08:54:16,11:53:24,,2:59,00:00,2:59, ½Present ,,
,87,MS5218,08:46:41,,,9:00,00:44,9:44,Present  (No OutPunch),,
,88,MS5281,11:25:16,,,7:05,00:00,7:05,Present  (No OutPunch),,
,89,MS5283,08:52:07,,,9:00,00:38,9:38,Present  (No OutPunch),,
,90,MS5317,08:50:25,,,9:00,00:40,9:40,Present  (No OutPunch),,
,91,MS5334,09:05:27,,,9:25,00:00,9:25,Present  (No OutPunch),,
,92,MS5361,,,,00:00,00:00,00:00,Absent,,
,93,MS5387,09:00:59,,,9:00,00:30,9:30,Present  (No OutPunch),,
,94,MS5480,08:55:32,,,9:00,00:35,9:35,Present  (No OutPunch),,
,95,MS5578,,,,00:00,00:00,00:00,Absent,,
,96,MS5605,09:01:27,,,9:29,00:00,9:29,Present  (No OutPunch),,
,97,MS5681,11:22:53,,,7:08,00:00,7:08,Present  (No OutPunch),,
,98,MS5741,09:03:24,,,9:27,00:00,9:27,Present  (No OutPunch),,
,99,MS5862,11:06:58,,,7:24,00:00,7:24,Present  (No OutPunch),,
,100,MS5882,09:03:07,,,9:27,00:00,9:27,Present  (No OutPunch),,
,101,MS5884,,,,00:00,00:00,00:00,Absent,,
,102,MS5913,,,,00:00,00:00,00:00,Absent,,
,103,MS5934,11:30:06,,,7:00,00:00,7:00,Present  (No OutPunch),,
,104,MS5958,11:26:34,,,7:04,00:00,7:04,Present  (No OutPunch),,
,105,MS6004,23:51:20,13:33:40,,9:00,4:42,13:42,Present ,,
,106,MS6183,22:46:48,,,9:00,10:44,19:44,Present  (No OutPunch),,
,107,MS6228,,,,00:00,00:00,00:00,Absent,,
,108,MS6238,11:35:19,,,6:55,00:00,6:55,Present  (No OutPunch),,
,109,MS6239,11:30:04,,,7:00,00:00,7:00,Present  (No OutPunch),,
,110,MS6312,08:58:25,,,9:00,00:32,9:32,Present  (No OutPunch),,
,111,MS6321,11:26:39,13:41:31,,2:15,00:00,2:15, ½Present ,,
,112,MS6324,11:23:03,,,7:07,00:00,7:07,Present  (No OutPunch),,
,113,MS6346,,,,00:00,00:00,00:00,Absent,,
,114,MS6414,11:26:11,,,7:04,00:00,7:04,Present  (No OutPunch),,
,115,MS6444,,,,00:00,00:00,00:00,Absent,,
,116,MS6498,11:35:24,,,6:55,00:00,6:55,Present  (No OutPunch),,
,117,MS6548,08:55:26,,,9:00,00:35,9:35,Present  (No OutPunch),,
,118,MS6656,09:01:12,,,9:29,00:00,9:29,Present  (No OutPunch),,
,119,MS6658,,,,00:00,00:00,00:00,Absent,,
,120,MS6676,,,,00:00,00:00,00:00,Absent,,
,121,MS6766,,,,00:00,00:00,00:00,Absent,,
,122,MS6811,,,,00:00,00:00,00:00,Absent,,
,123,MS6876,11:26:47,,,7:04,00:00,7:04,Present  (No OutPunch),,
,124,MS6883,08:53:13,,,9:00,00:37,9:37,Present  (No OutPunch),,
,125,MS7111,11:33:35,,,6:57,00:00,6:57,Present  (No OutPunch),,
,126,MS7239,08:53:07,,,9:00,00:37,9:37,Present  (No OutPunch),,
,127,MS7396,11:31:24,,,6:59,00:00,6:59,Present  (No OutPunch),,
,128,MS7443,11:32:12,,,6:58,00:00,6:58,Present  (No OutPunch),,
,129,MS7734,09:03:32,,,9:27,00:00,9:27,Present  (No OutPunch),,
,130,MS7751,,,,00:00,00:00,00:00,Absent,,
,131,MS7754,11:31:17,,,6:59,00:00,6:59,Present  (No OutPunch),,
,132,MS7792,08:53:51,,,9:00,00:37,9:37,Present  (No OutPunch),,
,133,MS7916,,,,00:00,00:00,00:00,Absent,,
,134,MS7945,09:02:18,,,9:28,00:00,9:28,Present  (No OutPunch),,
,135,MS7980,,,,00:00,00:00,00:00,Absent,,
,136,MS8084,11:30:42,,,7:00,00:00,7:00,Present  (No OutPunch),,
,137,MS8256,11:31:10,,,6:59,00:00,6:59,Present  (No OutPunch),,
,138,MS8259,11:32:08,,,6:58,00:00,6:58,Present  (No OutPunch),,
,139,MS8330,,,,00:00,00:00,00:00,Absent,,
,140,MS8335,11:31:56,,,6:59,00:00,6:59,Present  (No OutPunch),,
,141,MS8500,,,,00:00,00:00,00:00,Absent,,
,142,MS8564,11:26:37,,,7:04,00:00,7:04,Present  (No OutPunch),,
,,,,,,,,,,,
Attendance Date			10-Oct-2025			,,,,,,,,,,,
,SNo,E. Code, InTime, OutTime,,Work Dur.,OT,Tot.  Dur.,Status,,Remarks
,1,MS3132,,,,00:00,00:00,00:00,Absent,,
,2,MS3133,,,,00:00,00:00,00:00,Absent,,
,3,MS3155,,,,00:00,00:00,00:00,Absent,,
,4,MS3165,17:17:44,,,1:13,00:00,1:13,Absent (No OutPunch),,
,5,MS3173,,,,00:00,00:00,00:00,Absent,,
,6,MS3175,15:56:29,,,2:34,00:00,2:34, ½Present  (No OutPunch),,
,7,MS3219,09:00:02,,,9:00,00:30,9:30,Present  (No OutPunch),,
,8,MS3241,,,,00:00,00:00,00:00,Absent,,
,9,MS3388,,,,00:00,00:00,00:00,Absent,,
,10,MS3405,,,,00:00,00:00,00:00,Absent,,
,11,MS3414,,,,00:00,00:00,00:00,Absent,,
,12,MS3417,,,,00:00,00:00,00:00,Absent,,
,13,MS3437,,,,00:00,00:00,00:00,Absent,,
,14,MS3442,,,,00:00,00:00,00:00,Absent,,
,15,MS3449,17:27:22,,,1:03,00:00,1:03,Absent (No OutPunch),,
,16,MS3486,,,,00:00,00:00,00:00,Absent,,
,17,MS3523,,,,00:00,00:00,00:00,Absent,,
,18,MS3528,09:24:31,18:06:46,,8:42,00:00,8:42,Present ,,
,19,MS3545,,,,00:00,00:00,00:00,Absent,,
,20,MS3570,17:17:45,,,1:13,00:00,1:13,Absent (No OutPunch),,
,21,MS3574,,,,00:00,00:00,00:00,Absent,,
,22,MS3612,,,,00:00,00:00,00:00,Absent,,
,23,MS3625,,,,00:00,00:00,00:00,Absent,,
,24,MS3629,17:18:26,,,1:12,00:00,1:12,Absent (No OutPunch),,
,25,MS3632,,,,00:00,00:00,00:00,Absent,,
,26,MS3693,,,,00:00,00:00,00:00,Absent,,
,27,MS3712,,,,00:00,00:00,00:00,Absent,,
,28,MS3754,,,,00:00,00:00,00:00,Absent,,
,29,MS3788,17:17:13,,,1:13,00:00,1:13,Absent (No OutPunch),,
,30,MS3834,,,,00:00,00:00,00:00,Absent,,
,31,MS3860,,,,00:00,00:00,00:00,Absent,,
,32,MS3886,,,,00:00,00:00,00:00,Absent,,
,33,MS3890,,,,00:00,00:00,00:00,Absent,,
,34,MS3894,,,,00:00,00:00,00:00,Absent,,
,35,MS3909,,,,00:00,00:00,00:00,Absent,,
,36,MS3914,,,,00:00,00:00,00:00,Absent,,
,37,MS3942,09:27:10,15:36:31,,6:09,00:00,6:09,Present ,,
,38,MS3951,,,,00:00,00:00,00:00,Absent,,
,39,MS3952,17:15:59,,,1:15,00:00,1:15,Absent (No OutPunch),,
,40,MS3965,09:27:32,,,9:03,00:00,9:03,Present  (No OutPunch),,
,41,MS3974,,,,00:00,00:00,00:00,Absent,,
,42,MS4007,09:28:38,,,9:02,00:00,9:02,Present  (No OutPunch),,
,43,MS4038,,,,00:00,00:00,00:00,Absent,,
,44,MS4088,,,,00:00,00:00,00:00,Absent,,
,45,MS4090,,,,00:00,00:00,00:00,Absent,,
,46,MS4119,17:35:18,,,00:55,00:00,00:55,Absent (No OutPunch),,
,47,MS4120,17:17:37,,,1:13,00:00,1:13,Absent (No OutPunch),,
,48,MS4122,,,,00:00,00:00,00:00,Absent,,
,49,MS4157,09:17:39,11:55:40,,2:38,00:00,2:38, ½Present ,,
,50,MS4168,,,,00:00,00:00,00:00,Absent,,
,51,MS4251,,,,00:00,00:00,00:00,Absent,,
,52,MS4260,,,,00:00,00:00,00:00,Absent,,
,53,MS4278,08:58:29,,,9:00,00:32,9:32,Present  (No OutPunch),,
,54,MS4390,,,,00:00,00:00,00:00,Absent,,
,55,MS4394,,,,00:00,00:00,00:00,Absent,,
,56,MS4410,17:17:24,,,1:13,00:00,1:13,Absent (No OutPunch),,
,57,MS4417,,,,00:00,00:00,00:00,Absent,,
,58,MS4456,,,,00:00,00:00,00:00,Absent,,
,59,MS4480,17:17:41,,,1:13,00:00,1:13,Absent (No OutPunch),,
,60,MS4531,,,,00:00,00:00,00:00,Absent,,
,61,MS4540,,,,00:00,00:00,00:00,Absent,,
,62,MS4548,,,,00:00,00:00,00:00,Absent,,
,63,MS4571,,,,00:00,00:00,00:00,Absent,,
,64,MS4614,09:25:54,,,9:05,00:00,9:05,Present  (No OutPunch),,
,65,MS4635,,,,00:00,00:00,00:00,Absent,,
,66,MS4647,09:27:15,,,9:03,00:00,9:03,Present  (No OutPunch),,
,67,MS4744,,,,00:00,00:00,00:00,Absent,,
,68,MS4760,17:16:55,,,1:14,00:00,1:14,Absent (No OutPunch),,
,69,MS4828,,,,00:00,00:00,00:00,Absent,,
,70,MS4835,11:54:28,,,6:36,00:00,6:36,Present  (No OutPunch),,
,71,MS4895,,,,00:00,00:00,00:00,Absent,,
,72,MS4954,09:31:28,,,8:59,00:00,8:59,Present  (No OutPunch),,
,73,MS4972,,,,00:00,00:00,00:00,Absent,,
,74,MS4988,,,,00:00,00:00,00:00,Absent,,
,75,MS4996,09:17:10,,,9:13,00:00,9:13,Present  (No OutPunch),,
,76,MS5012,09:27:25,,,9:03,00:00,9:03,Present  (No OutPunch),,
,77,MS5015,,,,00:00,00:00,00:00,Absent,,
,78,MS5054,,,,00:00,00:00,00:00,Absent,,
,79,MS5112,,,,00:00,00:00,00:00,Absent,,
,80,MS5122,09:32:14,,,8:58,00:00,8:58,Present  (No OutPunch),,
,81,MS5150,,,,00:00,00:00,00:00,Absent,,
,82,MS5159,,,,00:00,00:00,00:00,Absent,,
,83,MS5169,09:18:16,,,9:12,00:00,9:12,Present  (No OutPunch),,
,84,MS5179,,,,00:00,00:00,00:00,Absent,,
,85,MS5195,17:16:03,,,1:14,00:00,1:14,Absent (No OutPunch),,
,86,MS5213,,,,00:00,00:00,00:00,Absent,,
,87,MS5218,,,,00:00,00:00,00:00,Absent,,
,88,MS5281,,,,00:00,00:00,00:00,Absent,,
,89,MS5283,,,,00:00,00:00,00:00,Absent,,
,90,MS5317,,,,00:00,00:00,00:00,Absent,,
,91,MS5334,,,,00:00,00:00,00:00,Absent,,
,92,MS5361,,,,00:00,00:00,00:00,Absent,,
,93,MS5387,,,,00:00,00:00,00:00,Absent,,
,94,MS5480,,,,00:00,00:00,00:00,Absent,,
,95,MS5578,17:18:35,,,1:12,00:00,1:12,Absent (No OutPunch),,
,96,MS5605,,,,00:00,00:00,00:00,Absent,,
,97,MS5681,,,,00:00,00:00,00:00,Absent,,
,98,MS5741,,,,00:00,00:00,00:00,Absent,,
,99,MS5862,,,,00:00,00:00,00:00,Absent,,
,100,MS5882,,,,00:00,00:00,00:00,Absent,,
,101,MS5884,,,,00:00,00:00,00:00,Absent,,
,102,MS5913,,,,00:00,00:00,00:00,Absent,,
,103,MS5934,18:09:12,,,00:21,00:00,00:21,Absent (No OutPunch),,
,104,MS5958,09:20:00,,,9:10,00:00,9:10,Present  (No OutPunch),,
,105,MS6004,09:24:37,,,9:06,00:00,9:06,Present  (No OutPunch),,
,106,MS6183,17:15:05,,,1:15,00:00,1:15,Absent (No OutPunch),,
,107,MS6228,17:15:31,,,1:15,00:00,1:15,Absent (No OutPunch),,
,108,MS6238,,,,00:00,00:00,00:00,Absent,,
,109,MS6239,,,,00:00,00:00,00:00,Absent,,
,110,MS6312,,,,00:00,00:00,00:00,Absent,,
,111,MS6321,,,,00:00,00:00,00:00,Absent,,
,112,MS6324,09:31:32,,,8:59,00:00,8:59,Present  (No OutPunch),,
,113,MS6346,17:15:30,18:06:50,,00:51,00:00,00:51,Absent,,
,114,MS6414,,,,00:00,00:00,00:00,Absent,,
,115,MS6444,,,,00:00,00:00,00:00,Absent,,
,116,MS6498,10:54:53,,,7:36,00:00,7:36,Present  (No OutPunch),,
,117,MS6548,,,,00:00,00:00,00:00,Absent,,
,118,MS6656,17:23:55,,,1:07,00:00,1:07,Absent (No OutPunch),,
,119,MS6658,,,,00:00,00:00,00:00,Absent,,
,120,MS6676,,,,00:00,00:00,00:00,Absent,,
,121,MS6766,,,,00:00,00:00,00:00,Absent,,
,122,MS6811,,,,00:00,00:00,00:00,Absent,,
,123,MS6876,17:17:31,,,1:13,00:00,1:13,Absent (No OutPunch),,
,124,MS6883,11:55:52,,,6:35,00:00,6:35,Present  (No OutPunch),,
,125,MS7111,,,,00:00,00:00,00:00,Absent,,
,126,MS7239,09:24:09,18:06:46,,8:42,00:00,8:42,Present ,,
,127,MS7396,17:17:11,,,1:13,00:00,1:13,Absent (No OutPunch),,
,128,MS7443,17:15:02,,,1:15,00:00,1:15,Absent (No OutPunch),,
,129,MS7734,,,,00:00,00:00,00:00,Absent,,
,130,MS7751,,,,00:00,00:00,00:00,Absent,,
,131,MS7754,17:16:01,,,1:14,00:00,1:14,Absent (No OutPunch),,
,132,MS7792,,,,00:00,00:00,00:00,Absent,,
,133,MS7916,,,,00:00,00:00,00:00,Absent,,
,134,MS7945,17:23:56,,,1:07,00:00,1:07,Absent (No OutPunch),,
,135,MS7980,,,,00:00,00:00,00:00,Absent,,
,136,MS8084,,,,00:00,00:00,00:00,Absent,,
,137,MS8256,09:27:21,,,9:03,00:00,9:03,Present  (No OutPunch),,
,138,MS8259,09:26:43,,,9:04,00:00,9:04,Present  (No OutPunch),,
,139,MS8330,,,,00:00,00:00,00:00,Absent,,
,140,MS8335,,,,00:00,00:00,00:00,Absent,,
,141,MS8500,09:27:29,,,9:03,00:00,9:03,Present  (No OutPunch),,
,142,MS8564,09:20:03,,,9:10,00:00,9:10,Present  (No OutPunch),,
,,,,,,,,,,,
Attendance Date			11-Oct-2025			,,,,,,,,,,,
,SNo,E. Code, InTime, OutTime,,Work Dur.,OT,Tot.  Dur.,Status,,Remarks
,1,MS3132,,,,00:00,00:00,00:00,Absent,,
,2,MS3133,09:14:30,11:31:29,,2:17,00:00,2:17, ½Present ,,
,3,MS3155,08:57:27,,,9:00,00:33,9:33,Present  (No OutPunch),,
,4,MS3165,11:35:18,13:40:20,,2:04,00:00,2:04, ½Present ,,
,5,MS3173,09:19:47,13:40:32,,4:21,00:00,4:21,Present ,,
,6,MS3175,20:15:29,,,00:15,00:00,00:15,Absent (No OutPunch),,
,7,MS3219,08:51:33,13:39:24,,4:48,00:00,4:48,Present ,,
,8,MS3241,08:57:47,13:40:30,,4:43,00:00,4:43,Present ,,
,9,MS3388,,,,00:00,00:00,00:00,Absent,,
,10,MS3405,08:59:20,,,9:00,00:31,9:31,Present  (No OutPunch),,
,11,MS3414,09:08:56,,,9:22,00:00,9:22,Present  (No OutPunch),,
,12,MS3417,09:35:51,13:39:07,,4:04,00:00,4:04,Present ,,
,13,MS3437,08:51:57,13:38:49,,4:47,00:00,4:47,Present ,,
,14,MS3442,08:58:05,,,9:00,00:32,9:32,Present  (No OutPunch),,
,15,MS3449,09:02:50,13:43:19,,4:41,00:00,4:41,Present ,,
,16,MS3486,,,,00:00,00:00,00:00,Absent,,
,17,MS3523,,,,00:00,00:00,00:00,Absent,,
,18,MS3528,09:04:18,13:46:38,,4:42,00:00,4:42,Present ,,
,19,MS3545,09:19:43,11:30:43,,2:11,00:00,2:11, ½Present ,,
,20,MS3570,09:13:16,13:40:10,,4:27,00:00,4:27,Present ,,
,21,MS3574,,,,00:00,00:00,00:00,WeeklyOff ,,
,22,MS3612,08:59:20,,,9:00,00:31,9:31,Present  (No OutPunch),,
,23,MS3625,09:08:56,,,9:22,00:00,9:22,Present  (No OutPunch),,
,24,MS3629,09:35:51,13:39:07,,4:04,00:00,4:04,Present ,,
,25,MS3632,08:51:57,13:38:49,,4:47,00:00,4:47,Present ,,
,26,MS3693,08:58:05,,,9:00,00:32,9:32,Present  (No OutPunch),,
,27,MS3712,09:02:50,13:43:19,,4:41,00:00,4:41,Present ,,
,28,MS3754,,,,00:00,00:00,00:00,Absent,,
,29,MS3788,,,,00:00,00:00,00:00,Absent,,
,30,MS3834,09:04:18,13:46:38,,4:42,00:00,4:42,Present ,,
,31,MS3860,09:19:43,11:30:43,,2:11,00:00,2:11, ½Present ,,
,32,MS3886,09:13:16,13:40:10,,4:27,00:00,4:27,Present ,,
,33,MS3890,09:14:30,11:31:29,,2:17,00:00,2:17, ½Present ,,
,34,MS3894,08:57:27,,,9:00,00:33,9:33,Present  (No OutPunch),,
,35,MS3909,11:35:18,13:40:20,,2:04,00:00,2:04, ½Present ,,
,36,MS3914,09:19:47,13:40:32,,4:21,00:00,4:21,Present ,,
,37,MS3942,20:15:29,,,00:15,00:00,00:15,Absent (No OutPunch),,
,38,MS3951,08:51:33,13:39:24,,4:48,00:00,4:48,Present ,,
,39,MS3952,08:57:47,13:40:30,,4:43,00:00,4:43,Present ,,
,40,MS3965,,,,00:00,00:00,00:00,Absent,,
,41,MS3974,08:59:20,,,9:00,00:31,9:31,Present  (No OutPunch),,
,42,MS4007,09:08:56,,,9:22,00:00,9:22,Present  (No OutPunch),,
,43,MS4038,09:35:51,13:39:07,,4:04,00:00,4:04,Present ,,
,44,MS4088,08:51:57,13:38:49,,4:47,00:00,4:47,Present ,,
,45,MS4090,08:58:05,,,9:00,00:32,9:32,Present  (No OutPunch),,
,46,MS4119,09:02:50,13:43:19,,4:41,00:00,4:41,Present ,,
,47,MS4120,,,,00:00,00:00,00:00,Absent,,
,48,MS4122,09:14:30,11:31:29,,2:17,00:00,2:17, ½Present ,,
,49,MS4157,08:57:27,,,9:00,00:33,9:33,Present  (No OutPunch),,
,50,MS4168,11:35:18,13:40:20,,2:04,00:00,2:04, ½Present ,,
,51,MS4251,09:19:47,13:40:32,,4:21,00:00,4:21,Present ,,
,52,MS4260,20:15:29,,,00:15,00:00,00:15,Absent (No OutPunch),,
,53,MS4278,08:51:33,13:39:24,,4:48,00:00,4:48,Present ,,
,54,MS4390,08:57:47,13:40:30,,4:43,00:00,4:43,Present ,,
,55,MS4394,,,,00:00,00:00,00:00,Absent,,
,56,MS4410,08:59:20,,,9:00,00:31,9:31,Present  (No OutPunch),,
,57,MS4417,09:08:56,,,9:22,00:00,9:22,Present  (No OutPunch),,
,58,MS4456,09:35:51,13:39:07,,4:04,00:00,4:04,Present ,,
,59,MS4480,08:51:57,13:38:49,,4:47,00:00,4:47,Present ,,
,60,MS4531,08:58:05,,,9:00,00:32,9:32,Present  (No OutPunch),,
,61,MS4540,09:02:50,13:43:19,,4:41,00:00,4:41,Present ,,
,62,MS4548,,,,00:00,00:00,00:00,Absent,,
,63,MS4571,,,,00:00,00:00,00:00,Absent,,
,64,MS4614,09:04:18,13:46:38,,4:42,00:00,4:42,Present ,,
,65,MS4635,09:19:43,11:30:43,,2:11,00:00,2:11, ½Present ,,
,66,MS4647,09:13:16,13:40:10,,4:27,00:00,4:27,Present ,,
,67,MS4744,,,,00:00,00:00,00:00,WeeklyOff ,,
,68,MS4760,08:59:20,,,9:00,00:31,9:31,Present  (No OutPunch),,
,69,MS4828,09:08:56,,,9:22,00:00,9:22,Present  (No OutPunch),,
,70,MS4835,09:35:51,13:39:07,,4:04,00:00,4:04,Present ,,
,71,MS4895,08:51:57,13:38:49,,4:47,00:00,4:47,Present ,,
,72,MS4954,08:58:05,,,9:00,00:32,9:32,Present  (No OutPunch),,
,73,MS4972,09:02:50,13:43:19,,4:41,00:00,4:41,Present ,,
,74,MS4988,,,,00:00,00:00,00:00,Absent,,
,75,MS4996,,,,00:00,00:00,00:00,Absent,,
,76,MS5012,09:04:18,13:46:38,,4:42,00:00,4:42,Present ,,
